Glottocode,LANG_IS,Shp_Lng,Shap_Ar,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,glottolog_macroarea,status,family_id,parent_id,latitude,longitude,child_dialect_count,country_ids,family_name,Family_size,DPLACE subsistence,Forager language definite,Forager language possible,ISO3,LON,LAT,island,written,EA033_Extended
mbuk1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,safe,atla1278,cung1239,6.535575,10.415141,0,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,NA,NA
mbul1258,mbv,0.895278207,0.025945546,5000,4,5000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Atlantic, Northern, Mbulungish-Nalu",10.8565,-14.7377,6a,F,Africa,definitely endangered,atla1278,nalu1241,10.8553,-14.7372,0,GN,Atlantic-Congo,1436,1,0,0,GIN,-11.06085374,10.44827288,0,0,1
mbul1260,mbu,1.296418095,0.076621933,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Jarawan, Nigerian",9.5633,12.2127,6a,T,Africa,safe,atla1278,numa1256,9.60769,12.2439,2,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
mbul1262,mlb,0.030598601,6.85E-05,110,3,110,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Sanaga (A.623)",4.3589,10.9809,6b,F,Africa,vulnerable,atla1278,baca1248,4.50635,10.9924,0,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
mbul1263,mna,0.937104961,0.027327523,4500,4,4500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Mangap-Mbula",-5.6567,148.0241,4,T,Papunesia,safe,aust1307,viti1243,-5.66965,148.041,4,PG,Austronesian,1276,NA,0,0,NA,NA,NA,1,1,NA
mbum1254,mdd,4.578419208,0.604751987,51100,5,51100,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Southern",6.7761,13.2217,5,T,Africa,safe,atla1278,mbum1257,7.5789,14.2722,2,CF CM,Atlantic-Congo,1436,1,0,0,CMR,12.61155252,5.66309813,0,1,1
mbun1248,mgy,3.297314069,0.383146623,11600,5,11600,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Matuumbi (P.15)",-8.1678,36.6401,6b,F,Africa,vulnerable,atla1278,rufi1236,-8.19661,36.5362,0,TZ,Atlantic-Congo,1436,NA,0,0,TZA,34.75298813,-6.257732721,0,0,NA
mbun1249,mck,6.110401958,0.899449841,218000,6,218000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, K, Ciokwe-Luchazi (K.15)",-14.5949,21.5987,5,T,Africa,safe,atla1278,mbwe1239,-14.603,21.9768,0,AO ZM,Atlantic-Congo,1436,NA,0,0,ZMB,27.72759194,-13.39506752,0,1,NA
mbur1239,bbt,0.285491943,0.005680708,12000,5,12000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",10.9282,9.8148,6a,F,Africa,safe,afro1255,west2712,10.9276,9.81365,0,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
mbuu1238,muc,0.123731193,0.000840607,200,3,200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",6.5422,10.2365,6b,F,Africa,definitely endangered,atla1278,sout3152,6.53792,10.2556,0,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
mbwe1238,mfu,22.11998844,15.91814745,222000,6,222000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, K, Ciokwe-Luchazi (K.17)",-16.0879,19.2877,6a,T,Africa,safe,atla1278,mbwe1239,-13.3267,18.2243,0,AO,Atlantic-Congo,1436,NA,0,0,AGO,17.50291192,-12.29155344,0,1,NA
mbya1239,gun,12.07639451,1.605082194,19960,5,19960,3,Tupian,"Tupian, Tupí-Guaraní, Guaraní, Guaraní",-23.9038,-46.9631,5,T,South America,vulnerable,tupi1275,tupi1282,-26.0188,-52.711,2,AR BR PY UY,Tupian,71,1,0,1,BRA,-53.05434004,-10.80677364,0,1,0
meak1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papunesia,safe,araf1243,uncl1510,-4.833,143.783,0,PG,Arafundi,4,NA,0,0,PNG,144.3312156,-6.645007134,1,NA,NA
mede1237,mjm,0.092207085,0.000538717,510,3,510,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Kairiru-Manam, Manam",-4.4774,145.4119,6a,F,Papunesia,safe,aust1307,mana1294,-4.49918,145.425,0,PG,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
medu1238,byv,1.452276736,0.123356544,210000,6,210000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",5.0656,10.5928,3,T,Africa,safe,atla1278,east2862,5.10901,10.6118,1,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
meen1242,mym,6.170203655,0.752543628,151000,6,157300,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Surmic, South, Southeast, Pastoral, Me’en",6.6253,35.7238,4,T,Africa,definitely endangered,surm1244,past1248,6.63207,35.6255,2,ET,Surmic,11,1,0,0,ETH,39.55125579,8.653999188,0,1,1
mefe1242,mfj,0.587584672,0.011804554,11000,5,11000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.6925,13.8156,6a,F,Africa,safe,afro1255,mata1311,10.677,13.8201,4,CM,Afro-Asiatic,375,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
mega1243,mef,0.633533582,0.010801814,6870,4,6870,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Boro-Garo",25.1499,90.9564,6a,F,Eurasia,safe,aust1305,lyng1240,25.1292,91.6132,0,BD IN,Austroasiatic,156,NA,0,0,BGD,90.26792828,23.8394618,0,0,NA
megl1237,ruq,0.778461345,0.027060396,5000,4,5000,2,Indo-European,"Indo-European, Italic, Romance, Eastern",41.0633,22.3439,7,T,Eurasia,definitely endangered,indo1319,east2865,41.1174,22.3782,0,GR MK,Indo-European,588,NA,0,0,GRC,22.5638882,39.34174658,0,1,NA
mehe1243,nux,0.293642646,0.005077443,6300,4,6300,1,Sepik,"Sepik, Tama",-3.7046,142.5009,6a,F,Papunesia,definitely endangered,sepi1257,mehe1244,-3.70927,142.498,0,PG,Sepik,36,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
mehi1240,mmh,0.771315272,0.037055776,200,3,200,1,Maipurean,"Maipurean, Southern, Central, Waurá",-12.5245,-53.5202,6a,F,South America,definitely endangered,araw1281,waur1245,-12.5364,-53.521,0,BR,Arawakan,76,NA,0,0,BRA,-53.05434004,-10.80677364,0,0,NA
mehr1241,gdq,11.37141759,4.754048547,165900,6,165900,4,Afro-Asiatic,"Afro-Asiatic, Semitic, South, South Arabian",16.7083,51.5734,6b,T,Eurasia,safe,afro1255,west2859,16.793,52.473,4,KW OM YE,Afro-Asiatic,375,NA,0,0,YEM,47.53504476,15.91323195,0,1,NA
meke1243,mek,2.627499612,0.233712645,19000,5,19000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear",-8.2509,146.5485,5,T,Papunesia,safe,aust1307,nucl1506,-8.23853,146.586,4,PG,Austronesian,1276,1,0,0,PNG,144.3312156,-6.645007134,1,1,0
mekm1240,mvk,0.726095805,0.026690429,1400,4,1400,1,Yuat,Yuat,-4.448,143.7484,6a,F,Papunesia,definitely endangered,yuat1252,yuat1252,-4.47017,143.75,0,PG,Yuat,5,NA,1,0,PNG,144.3312156,-6.645007134,1,0,NA
mekw1241,msf,0.415872159,0.010068443,1200,4,1200,1,Nimboran,Nimboran,-2.5207,140.3418,8a,F,Papunesia,severely endangered,nimb1257,oute1261,-2.52264,140.326,0,ID,Nimboranic,5,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
mele1250,mxe,0.105016109,0.000751789,3500,4,3500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic",-17.6847,168.2759,5,T,Papunesia,safe,aust1307,mele1252,-17.6841,168.275,2,VU,Austronesian,1276,NA,0,0,NA,NA,NA,1,1,NA
melo1242,mfx,1.06070899,0.065295569,20200,5,24860,1,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",6.5914,36.8061,6a,F,Africa,vulnerable,gong1255,cent2046,6.53916,36.811,0,ET,Ta-Ne-Omotic,19,NA,0,0,ETH,39.55125579,8.653999188,0,0,NA
melp1238,med,2.125196136,0.17743914,130000,6,130000,1,Trans-New Guinea,"Trans-New Guinea, Chimbu-Wahgi, Hagen, Melpa",-5.6382,144.3253,5,T,Papunesia,safe,nucl1709,melp1239,-5.62644,144.34,1,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
memo1238,mby,NA,NA,NA,NA,NA,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Unclassified",24.853,67.007,7,F,Eurasia,definitely endangered,indo1319,sind1279,24.853,67.007,0,PK,Indo-European,588,NA,0,0,PAK,69.41399806,29.97346003,0,0,NA
mend1261,mfd,0.39524109,0.007180593,23100,5,23100,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",5.9594,10.2037,6b,F,Africa,vulnerable,atla1278,ngem1254,6.00034,10.2307,2,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
mend1266,men,5.605664176,1.181335078,1976000,7,1976000,2,Niger-Congo,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Mende-Loma, Mende-Bandi, Mende-Loko",7.8542,-11.5951,2,T,Africa,safe,mand1469,mend1265,7.90935,-10.9926,4,GN LR SL,Mande,75,1,0,0,SLE,-11.79525743,8.530353726,0,1,1
mend1267,xkd,1.480847506,0.103086525,1500,4,1500,1,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Kayanic, Kayan Proper",1.0161,113.1841,6a,T,Papunesia,vulnerable,aust1307,kaya1333,0.98794,113.286,0,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
mend1268,sim,0.447893342,0.006934522,5700,4,5700,1,Sepik,"Sepik, Nukuma",-3.6754,142.5505,4,T,Papunesia,definitely endangered,sepi1257,kwan1286,-3.67233,142.683,0,PG,Sepik,36,NA,0,1,PNG,144.3312156,-6.645007134,1,1,NA
meng1264,xmg,1.150077415,0.030426311,20000,5,20000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",5.7222,10.4191,6a,T,Africa,safe,atla1278,west2958,5.71399,10.3377,2,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
meng1267,mee,3.674107626,0.232695333,8400,4,8400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Mengen",-5.4109,151.4539,5,T,Papunesia,safe,aust1307,mamu1256,-5.47036,151.373,3,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
menk1238,mea,0.40796547,0.008587159,5200,4,5200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",6.0128,9.7378,6a,F,Africa,vulnerable,atla1278,menk1239,5.94639,9.69161,0,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
meno1252,mez,0.996479966,0.055879532,35,2,60,1,Algic,"Algic, Algonquian",44.972,-88.6225,8a,T,North America,severely endangered,algi1248,algo1257,44.9794,-88.6395,0,US,Algic,46,0,1,0,USA,-99.06024063,39.50155413,0,1,1
ment1249,mwv,9.915744778,0.49505017,58000,5,58000,1,Austronesian,"Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands",-1.3841,98.9176,5,T,Papunesia,safe,aust1307,ment1248,-1.41092,98.9401,9,ID,Austronesian,1276,1,0,0,NA,NA,NA,1,1,0
ment1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurasia,safe,aust1307,nucl1733,-0.293181,110.670512,0,MY,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,NA,NA
meny1245,mcr,0.964417671,0.048563216,20000,5,20000,1,Trans-New Guinea,"Trans-New Guinea, Angan, Nuclear Angan",-7.1998,146.0522,5,T,Papunesia,safe,anga1289,kapa1251,-7.17425,146.071,0,PG,Angan,13,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
meos1237,mvx,0.468039984,0.008948055,250,3,250,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Biakic",-2.0695,134.3825,6a,F,Papunesia,definitely endangered,aust1307,biak1249,-2.07828,134.378,0,ID,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
mera1242,mxm,2.28893786,0.077388224,2000,4,2000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez",-4.9794,151.5369,6a,T,Papunesia,safe,aust1307,naka1266,-4.97468,151.528,1,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
mere1242,lmb,0.565997658,0.00615804,400,3,400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.2795,166.9064,6b,T,Papunesia,definitely endangered,aust1307,tial1241,-15.2839,166.905,1,VU,Austronesian,1276,NA,0,0,VUT,166.9072294,-15.22334335,1,1,NA
mere1246,meq,0.240301957,0.003903103,10000,5,10000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.7479,14.0867,5,T,Africa,safe,afro1255,meri1245,10.7458,14.09,1,CM,Afro-Asiatic,375,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
meri1244,ulk,0.19654558,0.000922156,210,3,210,1,Eastern Trans-Fly,Eastern Trans-Fly,-9.5937,143.7722,6b,T,Papunesia,definitely endangered,east2503,east2503,-9.59575,143.773,4,PG,Eastern Trans-Fly,4,1,1,0,NA,NA,NA,1,1,0
merl1237,mrm,0.285572176,0.001831387,1350,4,1350,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu",-14.2447,167.5953,6a,F,Papunesia,safe,aust1307,torr1262,-14.450679,168.053527,3,VU,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
merr1239,mnu,3.253833233,0.304576121,85,2,85,1,Mairasi,Mairasi,-3.4212,134.694,6b,F,Papunesia,severely endangered,mair1253,mair1253,-3.3828,134.731,0,ID,Mairasic,3,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
meru1245,mer,3.068794399,0.503073585,1660000,7,1660000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Kikuyu-Kamba (E.53)",0.2735,37.7063,4,T,Africa,safe,atla1278,nort3214,0.26484,37.7396,6,KE,Atlantic-Congo,1436,NA,0,0,KEN,37.79155529,0.595966252,0,1,NA
merw1238,wry,6.98443533,2.623149058,3900000,7,3900000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",26.66,74.443,6a,F,Eurasia,safe,indo1319,raja1256,26.771,74.095,0,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,0,NA
mesa1245,iyo,0.691070804,0.011440666,14000,5,14000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",6.4832,9.6726,6a,T,Africa,safe,atla1278,tivo1239,6.32679,9.8723,1,CM NG,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
mesc1238,apm,1.841611249,0.148805002,1500,4,1500,1,Eyak-Athabaskan,"Eyak-Athabaskan, Athabaskan, Apachean, Apache",33.1657,-105.3647,6b,T,North America,definitely endangered,atha1245,west2810,33.1291,-105.566,0,US,Athabaskan-Eyak-Tlingit,46,0,1,0,USA,-99.06024063,39.50155413,0,1,0
mese1244,mci,0.691217203,0.023585175,4000,4,4000,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Huon, Western",-6.5428,147.1138,5,T,Papunesia,safe,nucl1709,naba1257,-6.56072,147.137,3,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
mesk1242,sac,1.041076619,0.02165054,250,3,250,1,Algic,"Algic, Algonquian, Fox",35.6567,-96.7597,7,T,North America,severely endangered,algi1248,foxx1245,44,-89,2,US,Algic,46,0.5,1,0,USA,-99.06024063,39.50155413,0,1,1
mesm1239,zim,0.925781417,0.042994682,20100,5,20100,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Masa",9.283,15.6749,5,T,Africa,safe,afro1255,sout3146,9.28888,15.7018,2,TD,Afro-Asiatic,375,NA,0,0,TCD,18.58132953,15.3288674,0,1,NA
meso1252,acm,14.74923016,3.472737328,15649800,8,15649800,4,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",32.1681,45.6825,3,T,Eurasia,safe,afro1255,east2729,33.8178,43.1095,4,IQ IR JO SY TR,Afro-Asiatic,375,0.5,0,0,IRQ,43.75691142,33.03682234,0,1,NA
mesq1240,mvz,0.559584104,0.02120887,195000,6,195000,1,Afro-Asiatic,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",8.1006,38.3378,6a,F,Africa,safe,afro1255,ttgr1237,8.10617,38.3386,0,ET,Afro-Asiatic,375,NA,0,0,ETH,39.55125579,8.653999188,0,0,NA
meta1238,mgo,1.296788094,0.054727655,83000,5,83000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",5.9398,9.9037,5,T,Africa,safe,atla1278,widi1234,5.88942,9.87416,2,CM,Atlantic-Congo,1436,1,0,0,CMR,12.61155252,5.66309813,0,1,NA
metl1238,mxv,1.649566714,0.17095487,46600,5,46600,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.0602,-98.3708,6a,T,North America,vulnerable,otom1299,guer1245,17.1947,-98.35138,0,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
mewa1249,mtr,7.527928816,2.753432783,5100000,7,5100000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",24.9787,74.6221,5,T,Eurasia,safe,indo1319,mewa1253,24.57,73.68,3,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
mewa1250,wtm,5.101611823,1.578809237,645000,6,645000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Unclassified",27.473,76.8917,5,T,Eurasia,safe,indo1319,mewa1254,27.736,76.947,0,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
meya1236,mej,3.475819522,0.539969594,14800,5,14800,1,East Bird’s Head-Sentani,"East Bird’s Head-Sentani, East Bird’s Head, Meax",-1.1143,133.551,5,T,Papunesia,safe,east1459,meax1236,-1.18016,133.618,0,ID,East Bird's Head,3,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
mezo1235,pbe,0.274856551,0.005933191,2000,4,2000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Popolocan, Popoloca",18.1443,-97.588,8a,F,North America,vulnerable,otom1299,east2855,18.1442,-97.5879,0,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,0,NA
mezq1235,ote,1.689241297,0.138927632,88500,5,88500,1,Otomanguean,"Otomanguean, Western Otomanguean, Oto-Pame-Chinantecan, Oto-Pamean, Otomi",20.1778,-99.5229,5,T,North America,safe,otom1299,nort3201,20.2274,-99.5564,0,MX US,Otomanguean,181,1,0,0,MEX,-102.5763495,23.9353719,0,1,NA
mfin1238,zmf,1.753849272,0.215452386,8400,4,8400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Tiene-Yanzi (B.83)",-4.2757,16.2507,6a,F,Africa,definitely endangered,atla1278,kwil1237,-4.26573,16.2559,2,CD,Atlantic-Congo,1436,NA,0,0,COD,23.58295583,-2.850275711,0,0,NA
mfum1238,nfu,0.756094985,0.025313569,24700,5,24700,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",6.627,10.9829,6a,T,Africa,safe,atla1278,cent2313,6.6,10.936386,10,CM NG,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
miah1235,zam,0.486300696,0.015811028,1000,4,1000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Zapotecan, Zapotec",16.2194,-96.6632,6b,T,North America,vulnerable,otom1299,miah1237,16.2197,-96.6647,0,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
mian1254,pla,0.817724302,0.025018748,1500,4,1500,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Kaukombaran",-4.4804,145.2615,5,T,Papunesia,safe,nucl1709,kauk1240,-4.42116,145.276,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
mian1256,mpt,2.164809211,0.227300382,1400,4,1400,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Ok, Mountain",-4.6976,141.48,5,T,Papunesia,definitely endangered,nucl1709,mian1255,-4.70881,141.523,3,PG,Nuclear Trans New Guinea,316,NA,1,0,PNG,144.3312156,-6.645007134,1,1,NA
mich1245,ncl,0.720515791,0.031756077,3000,4,3000,1,Uto-Aztecan,"Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua, Nahuatl",18.3377,-103.3458,6b,T,North America,vulnerable,utoa1244,west2825,18.3412,-103.361,0,MX,Uto-Aztecan,69,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
mich1246,mmc,0.846558141,0.037530338,26600,5,26600,1,Otomanguean,"Otomanguean, Western Otomanguean, Oto-Pame-Chinantecan, Oto-Pamean, Mazahua",19.7209,-100.2946,6a,T,North America,definitely endangered,otom1299,maza1293,19.7239,-100.293,0,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
midd1327,mpl,0.498258935,0.011196038,1700,4,1700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut",-6.8493,146.368,6a,T,Papunesia,safe,aust1307,watu1246,-6.88249,146.399126,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
midd1357,bdy,4.059300175,0.473127943,20,2,20,1,Australian,"Australian, Pama-Nyungan, Bandjalangic",-28.3397,152.7996,8a,T,Australia,severely endangered,pama1250,inla1268,-29.042737,152.780249,4,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,1,0
midg1235,dnt,1.067782339,0.060966476,50000,5,50000,1,Trans-New Guinea,"Trans-New Guinea, West, Dani, Dani Proper",-4.0742,138.9163,5,T,Papunesia,safe,nucl1709,gran1246,-4.06322,138.945,0,ID,Nuclear Trans New Guinea,316,1,0,0,IDN,114.0226835,-0.254301557,1,1,1
mido1240,mei,1.392705004,0.126975497,76000,5,76000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nubian, Western",15.1358,26.2514,6a,F,Africa,safe,nubi1251,west2781,14.789,27.2236,3,SD,Nubian,13,1,0,0,SDN,29.86260401,15.990585,0,0,1
mids1243,bjo,3.187652593,0.383497065,102000,6,102000,3,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Central, Central Core, Mid-Southern",4.9548,21.0349,6a,T,Africa,safe,atla1278,mids1242,5.87893,22.4666,4,CD CF SD,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,1,NA
miga1241,mpp,0.340949626,0.007535904,2600,4,2600,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Huon, Eastern",-6.2977,147.683,6a,T,Papunesia,safe,nucl1709,moma1244,-6.33237,147.713,3,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
miga1249,mmy,1.325832723,0.109629948,20000,5,20000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, B, B.1, 1",12.2538,18.9586,5,T,Africa,safe,afro1255,dang1276,12.2367,18.9614,4,TD,Afro-Asiatic,375,NA,0,0,TCD,18.58132953,15.3288674,0,1,NA
miis1236,tma,3.520192723,0.60862048,67900,5,67900,2,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Tama, Tama-Sungor",14.4187,21.9925,6a,F,Africa,safe,tama1329,tama1330,14.16,22.69,0,SD,Tamaic,4,NA,0,0,SDN,29.86260401,15.990585,0,0,NA
